customer_id,subscribed
customer_id_32884,0
customer_id_3169,0
customer_id_32206,0
customer_id_9403,0
customer_id_14020,0
customer_id_17201,0
customer_id_879,0
customer_id_23757,0
customer_id_10821,0
customer_id_14355,0
customer_id_32311,0
customer_id_31850,0
customer_id_13595,0
customer_id_21871,0
customer_id_16735,0
customer_id_8040,0
customer_id_14064,0
customer_id_17688,0
customer_id_15507,0
customer_id_37480,0
customer_id_17267,1
customer_id_1670,0
customer_id_8528,0
customer_id_15755,0
customer_id_20770,0
customer_id_36915,0
customer_id_33728,0
customer_id_22969,0
customer_id_8925,0
customer_id_144,0
customer_id_36968,0
customer_id_36562,0
customer_id_40868,1
customer_id_14050,0
customer_id_10835,0
customer_id_11042,0
customer_id_23685,0
customer_id_24425,0
customer_id_8725,0
customer_id_25809,0
customer_id_24999,0
customer_id_12662,0
customer_id_41020,1
customer_id_756,0
customer_id_28062,1
customer_id_6314,0
customer_id_12357,0
customer_id_12515,0
customer_id_23461,0
customer_id_6108,0
customer_id_32668,1
customer_id_38202,0
customer_id_2464,0
customer_id_33789,0
customer_id_15983,0
customer_id_12893,0
customer_id_24129,0
customer_id_27059,0
customer_id_39196,1
customer_id_29731,0
customer_id_27101,0
customer_id_4500,0
customer_id_27190,0
customer_id_3419,0
customer_id_40576,0
customer_id_26278,0
customer_id_38246,1
customer_id_1631,0
customer_id_2990,0
customer_id_37777,0
customer_id_18428,0
customer_id_26095,0
customer_id_32714,0
customer_id_35636,0
customer_id_18183,0
customer_id_216,0
customer_id_13328,0
customer_id_24444,0
customer_id_25602,0
customer_id_3445,0
customer_id_33317,0
customer_id_13282,0
customer_id_4243,0
customer_id_13926,0
customer_id_3270,0
customer_id_34279,0
customer_id_34151,0
customer_id_18143,0
customer_id_26517,0
customer_id_8085,0
customer_id_27441,0
customer_id_41031,1
customer_id_25158,0
customer_id_26621,0
customer_id_38324,0
customer_id_8231,0
customer_id_28107,0
customer_id_11011,0
customer_id_532,0
customer_id_11511,0
customer_id_22236,0
customer_id_36852,0
customer_id_38578,0
customer_id_10646,0
customer_id_29822,0
customer_id_16548,0
customer_id_2000,0
customer_id_28517,0
customer_id_17075,0
customer_id_6330,0
customer_id_29675,0
customer_id_18294,0
customer_id_23558,0
customer_id_7945,0
customer_id_23678,0
customer_id_11335,0
customer_id_729,0
customer_id_20940,0
customer_id_4168,0
customer_id_33960,0
customer_id_11096,0
customer_id_4009,0
customer_id_22492,0
customer_id_6222,0
customer_id_25749,0
customer_id_22363,0
customer_id_15476,0
customer_id_13028,0
customer_id_10016,0
customer_id_10098,0
customer_id_29959,0
customer_id_7474,0
customer_id_13544,0
customer_id_22979,0
customer_id_13321,0
customer_id_15044,0
customer_id_40190,0
customer_id_40819,1
customer_id_6065,0
customer_id_22232,0
customer_id_35080,0
customer_id_6912,0
customer_id_857,0
customer_id_35753,0
customer_id_9590,0
customer_id_3290,0
customer_id_34533,0
customer_id_22846,0
customer_id_14181,0
customer_id_12005,0
customer_id_37977,0
customer_id_4559,0
customer_id_22944,0
customer_id_5987,0
customer_id_11806,0
customer_id_6245,0
customer_id_16227,0
customer_id_35751,0
customer_id_10089,0
customer_id_29632,0
customer_id_37063,0
customer_id_31440,0
customer_id_37493,1
customer_id_23250,0
customer_id_13415,0
customer_id_26915,0
customer_id_33666,0
customer_id_25576,0
customer_id_40348,1
customer_id_36547,1
customer_id_33718,1
customer_id_39440,0
customer_id_27129,0
customer_id_6112,0
customer_id_10329,1
customer_id_4325,0
customer_id_24079,0
customer_id_19565,0
customer_id_28924,0
customer_id_2385,0
customer_id_26749,0
customer_id_27147,0
customer_id_8278,0
customer_id_20190,0
customer_id_14005,0
customer_id_37330,1
customer_id_24135,0
customer_id_2757,0
customer_id_8814,0
customer_id_40163,1
customer_id_37795,0
customer_id_26142,0
customer_id_3986,0
customer_id_26938,1
customer_id_28909,0
customer_id_9060,0
customer_id_40629,0
customer_id_26890,0
customer_id_19651,0
customer_id_9254,0
customer_id_9267,0
customer_id_28238,0
customer_id_30626,0
customer_id_25837,0
customer_id_24965,0
customer_id_15572,0
customer_id_18917,0
customer_id_7775,0
customer_id_657,0
customer_id_23505,0
customer_id_21272,0
customer_id_14240,0
customer_id_24203,0
customer_id_40467,1
customer_id_2830,0
customer_id_943,1
customer_id_4215,0
customer_id_30156,0
customer_id_23363,0
customer_id_29526,0
customer_id_24387,0
customer_id_14040,0
customer_id_14938,0
customer_id_41100,1
customer_id_25361,0
customer_id_26418,0
customer_id_2004,0
customer_id_34293,0
customer_id_23422,0
customer_id_37635,0
customer_id_9701,0
customer_id_15968,0
customer_id_25441,0
customer_id_6882,0
customer_id_36538,0
customer_id_18392,0
customer_id_36152,0
customer_id_28781,1
customer_id_27941,0
customer_id_8201,0
customer_id_38615,1
customer_id_29650,0
customer_id_7760,0
customer_id_17944,0
customer_id_14422,0
customer_id_25100,0
customer_id_37872,0
customer_id_10861,0
customer_id_37234,1
customer_id_5382,0
customer_id_35028,0
customer_id_3861,0
customer_id_34644,0
customer_id_39220,1
customer_id_2761,0
customer_id_3375,0
customer_id_13270,0
customer_id_10030,0
customer_id_36044,0
customer_id_33469,0
customer_id_34181,0
customer_id_23075,0
customer_id_24450,0
customer_id_41121,1
customer_id_31199,0
customer_id_40291,1
customer_id_38159,1
customer_id_24494,0
customer_id_16954,0
customer_id_24122,0
customer_id_9506,0
customer_id_23336,0
customer_id_7915,0
customer_id_37482,1
customer_id_31678,0
customer_id_22782,0
customer_id_35220,0
customer_id_34066,0
customer_id_21099,0
customer_id_14928,0
customer_id_15638,0
customer_id_38357,0
customer_id_28019,0
customer_id_6136,0
customer_id_5907,0
customer_id_39822,1
customer_id_19735,0
customer_id_5707,0
customer_id_12169,0
customer_id_11583,0
customer_id_35930,0
customer_id_6390,0
customer_id_35834,1
customer_id_23084,0
customer_id_26166,0
customer_id_24007,0
customer_id_25767,0
customer_id_21187,0
customer_id_10183,0
customer_id_16801,0
customer_id_1930,0
customer_id_25076,0
customer_id_5001,0
customer_id_11810,0
customer_id_1430,0
customer_id_13206,0
customer_id_21012,0
customer_id_30358,0
customer_id_22231,0
customer_id_3220,0
customer_id_14154,0
customer_id_31594,0
customer_id_30879,0
customer_id_40055,1
customer_id_3519,0
customer_id_11843,0
customer_id_430,0
customer_id_24854,0
customer_id_30591,0
customer_id_38124,1
customer_id_29226,0
customer_id_12513,0
customer_id_37511,0
customer_id_39856,1
customer_id_34220,0
customer_id_17377,0
customer_id_12584,0
customer_id_18838,0
customer_id_18481,0
customer_id_1503,0
customer_id_15917,0
customer_id_20021,0
customer_id_13787,0
customer_id_29518,0
customer_id_38537,0
customer_id_37789,0
customer_id_26702,0
customer_id_31776,0
customer_id_12353,0
customer_id_29525,0
customer_id_39496,0
customer_id_34956,0
customer_id_21255,0
customer_id_12724,0
customer_id_28486,0
customer_id_3715,0
customer_id_38588,0
customer_id_29663,0
customer_id_1077,1
customer_id_6188,0
customer_id_28896,0
customer_id_32046,0
customer_id_32315,0
customer_id_28382,0
customer_id_12079,0
customer_id_31792,0
customer_id_7,0
customer_id_26842,0
customer_id_19060,0
customer_id_37700,0
customer_id_8718,0
customer_id_8561,0
customer_id_3928,0
customer_id_16810,0
customer_id_13831,0
customer_id_25543,0
customer_id_28472,0
customer_id_2624,0
customer_id_29910,0
customer_id_9758,0
customer_id_4851,0
customer_id_7029,0
customer_id_10477,0
customer_id_20412,0
customer_id_14111,0
customer_id_25228,0
customer_id_13906,0
customer_id_17147,1
customer_id_12957,0
customer_id_22613,0
customer_id_11342,0
customer_id_13525,0
customer_id_10930,0
customer_id_5822,0
customer_id_9798,0
customer_id_38509,1
customer_id_24873,0
customer_id_6988,0
customer_id_11922,0
customer_id_36338,1
customer_id_22110,0
customer_id_2992,0
customer_id_28751,0
customer_id_17134,0
customer_id_16596,0
customer_id_24510,0
customer_id_35542,0
customer_id_9285,0
customer_id_41048,0
customer_id_23389,0
customer_id_40718,1
customer_id_31693,0
customer_id_5749,0
customer_id_41161,1
customer_id_6660,0
customer_id_31418,0
customer_id_39928,0
customer_id_26862,0
customer_id_6428,0
customer_id_22254,0
customer_id_4156,0
customer_id_1291,0
customer_id_11911,0
customer_id_22874,0
customer_id_31990,0
customer_id_32744,0
customer_id_39392,1
customer_id_11220,0
customer_id_33626,0
customer_id_585,0
customer_id_35318,0
customer_id_465,0
customer_id_27284,0
customer_id_40110,0
customer_id_14295,0
customer_id_20771,0
customer_id_27248,0
customer_id_33060,1
customer_id_9093,0
customer_id_37403,0
customer_id_8552,0
customer_id_32788,0
customer_id_16604,0
customer_id_23709,0
customer_id_19498,0
customer_id_22691,0
customer_id_1045,0
customer_id_16690,0
customer_id_34123,0
customer_id_11527,0
customer_id_11474,0
customer_id_7947,0
customer_id_314,0
customer_id_37054,0
customer_id_14606,0
customer_id_34869,0
customer_id_32697,0
customer_id_5466,0
customer_id_21741,0
customer_id_5457,0
customer_id_12051,0
customer_id_21712,0
customer_id_8494,0
customer_id_30390,0
customer_id_23306,0
customer_id_37935,1
customer_id_25768,0
customer_id_17708,0
customer_id_16846,0
customer_id_18720,0
customer_id_18380,0
customer_id_14471,0
customer_id_25265,0
customer_id_38072,1
customer_id_25541,0
customer_id_18245,0
customer_id_18399,0
customer_id_22825,0
customer_id_9331,0
customer_id_13701,0
customer_id_962,0
customer_id_8239,0
customer_id_17128,0
customer_id_8357,0
customer_id_19526,0
customer_id_32156,0
customer_id_6133,0
customer_id_5549,0
customer_id_21215,0
customer_id_23327,0
customer_id_30459,0
customer_id_20484,0
customer_id_15491,0
customer_id_33881,0
customer_id_3154,0
customer_id_16115,0
customer_id_2055,0
customer_id_28089,0
customer_id_20040,0
customer_id_25450,0
customer_id_776,0
customer_id_26513,0
customer_id_33619,0
customer_id_9353,0
customer_id_25928,0
customer_id_9284,0
customer_id_6119,0
customer_id_10081,0
customer_id_32033,0
customer_id_17428,0
customer_id_19245,0
customer_id_30780,0
customer_id_35601,0
customer_id_40857,1
customer_id_34402,0
customer_id_1603,0
customer_id_17742,0
customer_id_8658,0
customer_id_35456,0
customer_id_27295,0
customer_id_9126,0
customer_id_28956,1
customer_id_38991,0
customer_id_13316,0
customer_id_33336,0
customer_id_12966,0
customer_id_7707,0
customer_id_38268,0
customer_id_38225,0
customer_id_20562,0
customer_id_6600,0
customer_id_1681,0
customer_id_3886,0
customer_id_27651,0
customer_id_20708,0
customer_id_21161,0
customer_id_802,0
customer_id_20275,0
customer_id_21026,0
customer_id_4128,0
customer_id_22524,0
customer_id_22247,0
customer_id_35498,0
customer_id_33615,1
customer_id_10544,0
customer_id_476,0
customer_id_26011,0
customer_id_17398,0
customer_id_15001,0
customer_id_40679,1
customer_id_32770,0
customer_id_17516,0
customer_id_1402,0
customer_id_20262,0
customer_id_35156,0
customer_id_14884,0
customer_id_5886,0
customer_id_31645,0
customer_id_31236,0
customer_id_27351,0
customer_id_4086,0
customer_id_1905,0
customer_id_26599,0
customer_id_28040,1
customer_id_14572,0
customer_id_5488,0
customer_id_8223,0
customer_id_39781,0
customer_id_12010,0
customer_id_15010,1
customer_id_18278,1
customer_id_35409,0
customer_id_27070,0
customer_id_38622,0
customer_id_22802,0
customer_id_7481,0
customer_id_33163,0
customer_id_15319,0
customer_id_37503,0
customer_id_37344,0
customer_id_29325,0
customer_id_22768,0
customer_id_14302,0
customer_id_31689,0
customer_id_33410,0
customer_id_40263,1
customer_id_21982,0
customer_id_10308,0
customer_id_36891,0
customer_id_36421,1
customer_id_18400,0
customer_id_1682,0
customer_id_19125,0
customer_id_26640,0
customer_id_36583,1
customer_id_32456,0
customer_id_12627,0
customer_id_8193,0
customer_id_22103,0
customer_id_30968,0
customer_id_24279,0
customer_id_1975,0
customer_id_24991,0
customer_id_6835,0
customer_id_30731,0
customer_id_22199,0
customer_id_29463,0
customer_id_37949,0
customer_id_3944,0
customer_id_6420,0
customer_id_40990,1
customer_id_30496,0
customer_id_1807,0
customer_id_11331,0
customer_id_38815,0
customer_id_14969,0
customer_id_15024,0
customer_id_29015,0
customer_id_4564,0
customer_id_40493,0
customer_id_26584,0
customer_id_37357,0
customer_id_22892,0
customer_id_38891,1
customer_id_40192,1
customer_id_4032,0
customer_id_19152,1
customer_id_12918,0
customer_id_39454,0
customer_id_37279,1
customer_id_10676,1
customer_id_40765,0
customer_id_11917,0
customer_id_3016,0
customer_id_10500,0
customer_id_37837,0
customer_id_25111,0
customer_id_10090,0
customer_id_19067,0
customer_id_31975,0
customer_id_31193,0
customer_id_13455,0
customer_id_21571,0
customer_id_38645,0
customer_id_31699,0
customer_id_31929,0
customer_id_27779,0
customer_id_14563,0
customer_id_4580,0
customer_id_24870,0
customer_id_1282,0
customer_id_20665,0
customer_id_39130,0
customer_id_4241,0
customer_id_28646,0
customer_id_33780,0
customer_id_37749,0
customer_id_23587,0
customer_id_26294,0
customer_id_12296,0
customer_id_22840,0
customer_id_12507,0
customer_id_23631,0
customer_id_18537,0
customer_id_6415,0
customer_id_7330,0
customer_id_7932,0
customer_id_1278,0
customer_id_9520,0
customer_id_7335,0
customer_id_19487,0
customer_id_20070,0
customer_id_37589,0
customer_id_22549,0
customer_id_8375,0
customer_id_13312,0
customer_id_34385,0
customer_id_39827,1
customer_id_2399,0
customer_id_4048,0
customer_id_12153,0
customer_id_28944,0
customer_id_2726,0
customer_id_34124,0
customer_id_13396,0
customer_id_25673,0
customer_id_12821,0
customer_id_26296,0
customer_id_28550,0
customer_id_25153,0
customer_id_28986,0
customer_id_5170,0
customer_id_13214,0
customer_id_24350,0
customer_id_27852,0
customer_id_18501,0
customer_id_31234,0
customer_id_11897,0
customer_id_26191,0
customer_id_24189,0
customer_id_4867,0
customer_id_21234,0
customer_id_24392,0
customer_id_23701,0
customer_id_37522,1
customer_id_10202,0
customer_id_18885,0
customer_id_11204,0
customer_id_19509,0
customer_id_40814,0
customer_id_35258,0
customer_id_252,0
customer_id_28788,1
customer_id_8406,0
customer_id_21091,0
customer_id_967,0
customer_id_7892,0
customer_id_17687,0
customer_id_21594,0
customer_id_19032,0
customer_id_15452,0
customer_id_39838,0
customer_id_6334,0
customer_id_19497,0
customer_id_23887,0
customer_id_19110,0
customer_id_18251,0
customer_id_9478,0
customer_id_16166,1
customer_id_38245,0
customer_id_18694,0
customer_id_17994,0
customer_id_37634,0
customer_id_28479,0
customer_id_11839,0
customer_id_15538,0
customer_id_32806,0
customer_id_4741,0
customer_id_14019,0
customer_id_20404,0
customer_id_19246,0
customer_id_34398,0
customer_id_4650,0
customer_id_22311,0
customer_id_9025,0
customer_id_17539,0
customer_id_28181,0
customer_id_21108,0
customer_id_2528,0
customer_id_18432,0
customer_id_40678,0
customer_id_13804,0
customer_id_6682,0
customer_id_37457,0
customer_id_1331,0
customer_id_21130,0
customer_id_36370,0
customer_id_27049,0
customer_id_36400,0
customer_id_37665,0
customer_id_5882,0
customer_id_4199,0
customer_id_26216,0
customer_id_28330,0
customer_id_39931,1
customer_id_18349,0
customer_id_3161,0
customer_id_17707,0
customer_id_21802,0
customer_id_11899,0
customer_id_1731,0
customer_id_23681,0
customer_id_34099,0
customer_id_7231,0
customer_id_16307,0
customer_id_24852,0
customer_id_5323,0
customer_id_12311,0
customer_id_24038,0
customer_id_14664,0
customer_id_22306,0
customer_id_2331,0
customer_id_9925,0
customer_id_18457,0
customer_id_34223,0
customer_id_9539,0
customer_id_10671,0
customer_id_15176,0
customer_id_24653,0
customer_id_28066,0
customer_id_19099,0
customer_id_12256,0
customer_id_41109,1
customer_id_13352,0
customer_id_38795,0
customer_id_19237,0
customer_id_31644,0
customer_id_30950,0
customer_id_34819,0
customer_id_21005,0
customer_id_38830,0
customer_id_14858,0
customer_id_5306,0
customer_id_27333,0
customer_id_39909,0
customer_id_16643,0
customer_id_210,0
customer_id_936,0
customer_id_2362,0
customer_id_30609,1
customer_id_61,0
customer_id_15576,0
customer_id_1457,0
customer_id_37006,0
customer_id_15178,0
customer_id_39354,0
customer_id_3798,0
customer_id_27539,0
customer_id_13972,0
customer_id_24521,0
customer_id_19746,0
customer_id_16274,0
customer_id_8156,0
customer_id_34083,0
customer_id_37647,0
customer_id_32918,0
customer_id_19098,0
customer_id_31255,0
customer_id_31965,0
customer_id_482,0
customer_id_19365,0
customer_id_37595,0
customer_id_24909,0
customer_id_3836,0
customer_id_2081,0
customer_id_11749,0
customer_id_36175,0
customer_id_40534,0
customer_id_10398,0
customer_id_31710,0
customer_id_6186,0
customer_id_33074,0
customer_id_32664,1
customer_id_29786,0
customer_id_12389,0
customer_id_21794,0
customer_id_22351,0
customer_id_25760,0
customer_id_11821,0
customer_id_22321,0
customer_id_17319,0
customer_id_740,0
customer_id_29464,0
customer_id_21297,0
customer_id_34034,0
customer_id_1748,0
customer_id_37708,1
customer_id_6915,0
customer_id_11129,0
customer_id_9975,0
customer_id_35933,0
customer_id_32485,0
customer_id_25399,0
customer_id_2494,0
customer_id_29647,0
customer_id_28414,0
customer_id_39505,1
customer_id_1392,0
customer_id_12585,0
customer_id_17860,1
customer_id_26663,0
customer_id_33116,0
customer_id_32145,0
customer_id_21617,0
customer_id_29027,0
customer_id_18957,0
customer_id_13810,0
customer_id_12172,0
customer_id_4449,0
customer_id_18503,0
customer_id_6521,0
customer_id_23361,0
customer_id_15232,0
customer_id_1992,0
customer_id_25434,0
customer_id_7528,0
customer_id_5687,0
customer_id_36430,0
customer_id_5411,0
customer_id_31178,0
customer_id_39728,1
customer_id_5864,0
customer_id_20948,0
customer_id_34986,0
customer_id_37716,0
customer_id_12080,0
customer_id_41056,0
customer_id_28775,0
customer_id_2158,0
customer_id_40337,0
customer_id_3115,0
customer_id_1687,0
customer_id_20826,0
customer_id_11965,0
customer_id_10125,0
customer_id_15714,0
customer_id_9621,0
customer_id_5421,0
customer_id_26851,0
customer_id_22158,0
customer_id_686,0
customer_id_31532,0
customer_id_25367,0
customer_id_24412,0
customer_id_33731,0
customer_id_31383,0
customer_id_19858,0
customer_id_7852,0
customer_id_25080,0
customer_id_5183,0
customer_id_12573,1
customer_id_4740,0
customer_id_7580,0
customer_id_20779,0
customer_id_19663,0
customer_id_36463,1
customer_id_38801,1
customer_id_7161,0
customer_id_734,0
customer_id_35665,0
customer_id_26396,0
customer_id_7762,0
customer_id_27419,0
customer_id_26744,0
customer_id_2445,0
customer_id_20233,0
customer_id_27391,0
customer_id_4819,0
customer_id_37053,1
customer_id_3829,1
customer_id_9266,0
customer_id_13969,0
customer_id_22137,0
customer_id_15877,1
customer_id_6810,0
customer_id_9134,0
customer_id_20136,0
customer_id_22920,0
customer_id_32243,0
customer_id_625,0
customer_id_27976,0
customer_id_16542,0
customer_id_14749,0
customer_id_33390,0
customer_id_40062,0
customer_id_40916,0
customer_id_7567,0
customer_id_5034,0
customer_id_17766,0
customer_id_13066,0
customer_id_24131,0
customer_id_35540,0
customer_id_20068,0
customer_id_20535,0
customer_id_13501,0
customer_id_24787,0
customer_id_33607,0
customer_id_4750,0
customer_id_30265,0
customer_id_37972,0
customer_id_217,0
customer_id_40648,0
customer_id_26266,0
customer_id_16749,0
customer_id_36056,0
customer_id_36726,1
customer_id_23206,0
customer_id_32748,0
customer_id_28772,0
customer_id_7679,0
customer_id_34709,0
customer_id_30052,0
customer_id_7289,0
customer_id_1395,0
customer_id_1962,0
customer_id_38780,1
customer_id_2299,0
customer_id_10497,0
customer_id_26835,0
customer_id_2554,0
customer_id_35207,0
customer_id_30553,0
customer_id_9159,0
customer_id_22026,0
customer_id_7998,0
customer_id_39639,1
customer_id_13058,0
customer_id_11790,1
customer_id_29407,0
customer_id_35951,0
customer_id_16253,0
customer_id_2644,0
customer_id_14989,0
customer_id_6926,0
customer_id_20783,0
customer_id_16401,0
customer_id_4785,0
customer_id_12617,0
customer_id_22201,0
customer_id_14655,0
customer_id_16145,0
customer_id_8006,0
customer_id_38089,1
customer_id_29916,0
customer_id_5102,0
customer_id_33229,1
customer_id_39203,0
customer_id_27603,0
customer_id_8116,0
customer_id_3105,0
customer_id_40645,1
customer_id_6748,0
customer_id_30121,0
customer_id_32904,0
customer_id_39843,1
customer_id_37079,0
customer_id_29728,0
customer_id_15211,0
customer_id_4657,0
customer_id_22508,0
customer_id_725,0
customer_id_26954,0
customer_id_21237,0
customer_id_28624,0
customer_id_32670,0
customer_id_33813,0
customer_id_8768,0
customer_id_7438,0
customer_id_20363,0
customer_id_28745,0
customer_id_31535,0
customer_id_16468,0
customer_id_2743,0
customer_id_16404,0
customer_id_34504,0
customer_id_32687,0
customer_id_17095,0
customer_id_37637,0
customer_id_21956,0
customer_id_15296,0
customer_id_29589,0
customer_id_40934,0
customer_id_2247,0
customer_id_36419,0
customer_id_35969,0
customer_id_34365,0
customer_id_32867,0
customer_id_36296,1
customer_id_5231,0
customer_id_6233,0
customer_id_5954,0
customer_id_40,0
customer_id_15107,0
customer_id_15555,0
customer_id_33423,0
customer_id_28697,0
customer_id_13970,0
customer_id_8934,0
customer_id_35611,0
customer_id_8358,0
customer_id_31800,0
customer_id_33610,0
customer_id_38362,0
customer_id_28539,0
customer_id_2110,0
customer_id_21628,0
customer_id_20251,0
customer_id_1451,0
customer_id_2269,0
customer_id_24337,0
customer_id_36189,0
customer_id_15002,0
customer_id_27771,0
customer_id_30201,0
customer_id_2868,0
customer_id_3488,0
customer_id_6134,0
customer_id_3242,0
customer_id_18341,0
customer_id_36502,0
customer_id_23087,0
customer_id_2744,1
customer_id_29213,0
customer_id_27650,0
customer_id_3265,0
customer_id_37654,0
customer_id_12044,0
customer_id_38644,1
customer_id_5661,0
customer_id_3818,0
customer_id_29190,0
customer_id_14311,1
customer_id_39346,0
customer_id_9556,0
customer_id_34298,0
customer_id_40015,1
customer_id_24603,0
customer_id_1464,0
customer_id_20737,0
customer_id_18930,0
customer_id_28009,0
customer_id_40804,0
customer_id_7721,0
customer_id_2259,0
customer_id_15230,0
customer_id_11902,0
customer_id_37594,0
customer_id_26226,0
customer_id_9606,0
customer_id_5697,0
customer_id_37170,0
customer_id_27933,0
customer_id_20604,0
customer_id_28791,0
customer_id_10323,0
customer_id_2135,0
customer_id_36804,0
customer_id_14848,0
customer_id_34073,0
customer_id_2300,0
customer_id_38763,0
customer_id_28291,0
customer_id_17698,0
customer_id_25950,0
customer_id_7040,0
customer_id_2111,0
customer_id_16656,0
customer_id_17724,0
